fid,Arbolado y Vegetación,Limpieza Viaria,Contaminación Sonora,Señaización       H y V,Sendas Peatonales,Obras en Construcción,Presencia de Obstáculos,Distancias Paradas TP,Actividad Comercial,Área Movilidad Motorizada,Ancho Vereda Útil,Estado de Vereda,Mobiliario Urbano,Pendientes,Movilidad Reducida,Estado Rampas,Guía no Videntes,IC,Tipo
675,4,4,1,1,2,4,1,4,4,2,4,3,3,1,2,1,1,"61,7647058823529",impar
676,1,2,1,1,4,4,1,4,4,2,4,3,2,1,2,1,1,"55,8823529411765",impar
683,1,4,1,1,2,4,4,4,0,2,4,3,3,1,2,1,1,"55,8823529411765",impar
684,1,1,1,3,2,4,4,4,0,2,4,1,2,1,2,1,1,50,impar
685,1,4,1,1,4,4,4,4,4,2,4,4,3,1,3,2,1,"69,1176470588235",impar
691,1,4,1,1,1,4,1,4,4,2,4,3,3,1,2,1,1,"55,8823529411765",impar
692,1,3,1,1,4,4,4,4,4,2,4,4,3,4,2,1,1,"69,1176470588235",impar
693,2,4,1,1,4,4,4,4,4,2,4,3,3,4,2,1,1,"70,5882352941177",impar
694,1,4,1,3,4,2,4,4,4,2,4,3,3,1,3,2,1,"67,6470588235294",impar
696,3,4,1,3,2,1,1,4,4,2,1,4,2,1,2,1,4,"58,8235294117647",impar
699,1,3,1,3,4,4,1,4,4,2,4,3,3,1,2,1,1,"61,7647058823529",impar
700,2,4,1,4,4,4,4,4,4,2,4,3,4,1,3,2,1,75,impar
702,1,3,1,3,2,4,4,4,4,2,1,4,1,1,2,1,1,"57,3529411764706",impar
703,1,4,1,3,2,4,1,4,4,2,4,3,1,1,2,1,1,"57,3529411764706",impar
704,1,2,1,3,4,4,1,4,4,2,4,3,3,1,3,2,1,"63,2352941176471",impar
705,1,3,4,1,4,4,4,4,4,2,4,3,2,1,2,1,1,"66,1764705882353",impar
707,1,3,1,1,4,4,4,4,4,2,4,3,3,1,2,1,1,"63,2352941176471",impar
710,1,3,4,3,4,2,4,4,4,2,4,3,1,1,2,1,1,"64,7058823529412",impar
711,2,4,1,3,4,4,4,4,4,2,4,3,3,1,2,1,1,"69,1176470588235",impar
718,1,3,1,3,4,4,1,4,4,2,4,3,1,1,3,2,1,"61,7647058823529",impar
719,1,4,1,1,2,4,4,4,4,2,4,3,1,1,2,2,1,"60,2941176470588",impar
720,1,2,1,1,4,4,4,4,4,2,4,3,2,1,2,1,1,"60,2941176470588",impar
721,1,3,1,3,2,4,1,4,0,2,1,3,2,1,2,1,1,"47,0588235294118",impar
722,1,3,1,3,2,4,1,4,4,2,4,3,2,1,3,2,1,"60,2941176470588",impar
726,2,4,1,4,4,4,4,4,4,2,4,4,3,1,2,1,1,"72,0588235294118",impar
733,1,4,1,1,1,4,4,4,4,2,4,4,3,1,2,2,4,"67,6470588235294",impar
734,1,3,1,3,4,4,1,4,4,2,4,3,3,1,2,2,4,"67,6470588235294",impar
735,1,4,1,1,4,4,4,4,4,2,4,4,4,1,2,2,1,"69,1176470588235",impar
739,1,3,1,3,4,4,4,4,4,2,4,3,3,1,3,1,1,"67,6470588235294",impar
740,1,3,1,3,2,4,1,4,4,2,4,3,2,1,2,1,1,"57,3529411764706",impar
741,1,4,1,1,2,2,1,4,4,2,4,3,3,1,2,1,4,"58,8235294117647",impar
742,1,4,1,1,1,4,1,4,4,2,4,3,2,1,2,1,1,"54,4117647058823",impar
747,1,3,1,1,1,4,4,4,4,2,4,3,2,1,2,1,1,"57,3529411764706",impar
750,1,2,1,1,1,4,4,4,4,2,4,3,2,1,2,1,1,"55,8823529411765",impar
752,1,2,1,1,1,4,1,4,4,2,4,3,1,1,2,1,1,50,impar
753,1,4,1,1,2,4,1,4,4,2,4,3,3,1,2,3,1,"60,2941176470588",impar
754,1,4,1,3,4,4,4,4,4,2,4,4,3,1,2,1,1,"69,1176470588235",impar
756,1,4,1,1,1,4,4,4,4,2,4,3,1,1,2,1,1,"57,3529411764706",impar
759,1,2,1,4,4,4,1,4,4,2,4,3,3,1,2,1,1,"61,7647058823529",impar
760,1,2,1,3,4,4,4,4,4,2,4,3,2,1,2,1,1,"63,2352941176471",impar
763,1,3,1,1,1,4,1,4,4,2,4,1,2,1,2,1,1,50,impar
764,2,4,1,4,4,4,4,4,4,2,4,3,3,1,2,1,1,"70,5882352941177",impar
766,1,3,1,4,1,4,1,4,4,2,1,3,3,1,2,2,4,"60,2941176470588",impar
772,1,2,1,3,1,4,1,4,0,2,4,3,3,1,2,1,1,50,impar
774,3,3,1,4,4,4,4,4,4,2,4,4,3,1,2,1,1,"72,0588235294118",impar
775,1,4,4,4,1,4,4,4,4,2,4,3,1,1,2,1,1,"66,1764705882353",impar
781,1,3,4,4,1,4,4,4,4,2,4,3,2,1,2,1,1,"66,1764705882353",impar
783,1,4,1,1,2,4,4,4,4,2,4,3,2,1,2,1,1,"60,2941176470588",impar
785,1,3,1,1,4,4,1,4,4,2,4,3,1,1,2,1,1,"55,8823529411765",impar
786,1,3,1,1,4,4,1,4,4,2,4,3,2,1,2,1,1,"57,3529411764706",impar
790,1,3,1,3,1,4,1,4,4,2,4,3,3,1,2,1,1,"57,3529411764706",impar
792,1,2,1,4,4,4,1,4,4,2,4,3,1,1,2,1,1,"58,8235294117647",impar
795,1,4,1,1,4,4,4,4,4,2,4,4,2,1,2,2,4,"70,5882352941177",impar
800,1,3,1,3,2,2,1,4,4,2,4,3,3,3,2,2,4,"64,7058823529412",impar
801,2,4,1,3,4,4,4,4,4,2,4,3,3,1,3,2,1,"72,0588235294118",impar
804,1,4,1,3,4,4,4,4,4,2,4,1,3,1,2,1,1,"64,7058823529412",impar
806,1,4,1,1,2,4,4,4,4,2,4,4,2,1,2,2,1,"63,2352941176471",impar
809,1,3,1,1,4,4,1,4,4,2,4,3,3,1,2,1,1,"58,8235294117647",impar
810,1,2,1,1,2,4,1,4,4,2,1,3,2,1,2,1,1,"48,5294117647059",impar
820,1,4,1,4,2,4,4,4,4,2,4,3,3,1,2,1,1,"66,1764705882353",impar
821,1,4,1,3,1,4,4,4,4,2,4,3,3,1,2,1,1,"63,2352941176471",impar
822,3,3,1,3,4,4,4,4,4,2,4,4,3,1,2,4,1,75,impar
823,1,3,1,1,4,4,4,4,0,2,4,3,3,1,2,1,1,"57,3529411764706",impar
832,2,4,1,3,4,2,4,4,4,2,4,3,3,1,2,1,1,"66,1764705882353",impar
839,2,4,1,3,4,4,4,4,4,2,4,4,4,1,2,2,1,"73,5294117647059",impar
840,1,2,1,1,4,4,1,4,4,2,4,1,2,1,2,1,1,"52,9411764705882",impar
851,2,3,1,3,2,1,4,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",impar
853,2,4,1,1,2,4,4,4,4,2,4,3,3,1,2,1,1,"63,2352941176471",impar
864,1,2,1,1,4,4,1,4,4,2,4,1,1,1,2,1,1,"51,4705882352941",impar
865,1,4,1,3,1,4,4,4,4,2,4,3,1,1,2,1,1,"60,2941176470588",impar
866,1,3,1,4,4,4,1,4,4,2,4,3,1,1,2,1,1,"60,2941176470588",impar
867,3,4,1,1,2,4,1,4,4,2,1,4,3,1,2,2,1,"58,8235294117647",impar
868,1,4,1,3,1,4,4,4,4,2,4,3,3,1,2,1,1,"63,2352941176471",impar
872,1,3,1,3,4,4,1,4,4,2,4,3,2,1,2,1,1,"60,2941176470588",impar
873,1,4,1,3,4,4,4,4,4,2,4,3,3,1,2,2,1,"69,1176470588235",impar
890,2,3,1,3,2,4,1,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",impar
891,1,2,1,1,4,4,4,4,4,2,1,3,1,1,2,1,1,"54,4117647058823",impar
896,1,2,1,1,4,4,1,4,4,2,1,3,1,1,2,1,1,50,impar
897,1,4,1,1,1,4,4,4,4,2,4,4,3,1,3,3,1,"66,1764705882353",impar
899,1,3,1,3,2,4,1,4,4,2,4,3,3,1,2,1,1,"58,8235294117647",impar
900,2,4,1,3,2,4,4,4,4,2,4,4,3,1,2,2,1,"69,1176470588235",impar
915,1,4,1,3,2,4,4,4,4,2,4,4,1,1,2,2,1,"64,7058823529412",impar
916,1,3,1,1,2,4,1,4,4,2,4,3,1,1,2,1,1,"52,9411764705882",impar
917,1,3,1,3,2,4,1,4,4,2,4,3,3,1,2,1,1,"58,8235294117647",impar
918,3,4,1,4,2,4,4,4,4,2,4,3,3,1,3,1,1,"70,5882352941177",impar
919,1,4,1,1,2,4,4,4,4,2,4,3,1,1,2,1,1,"58,8235294117647",impar
921,2,3,1,1,1,4,1,4,4,2,1,3,2,1,2,1,1,50,impar
933,3,4,1,1,4,4,4,4,4,2,4,4,3,3,2,4,1,"76,4705882352941",impar
934,1,4,1,1,2,4,4,4,4,2,4,3,1,1,2,1,1,"58,8235294117647",impar
935,1,4,1,3,2,4,4,4,4,2,4,3,1,1,2,1,1,"61,7647058823529",impar
936,2,4,1,1,4,4,1,4,4,2,4,3,4,1,2,1,1,"63,2352941176471",impar
940,3,1,1,1,2,4,1,4,4,2,4,3,3,1,2,2,4,"61,7647058823529",impar
944,3,3,1,4,2,4,4,4,4,2,4,3,3,1,2,1,1,"67,6470588235294",impar
947,1,3,1,1,2,4,4,4,4,2,1,3,2,1,2,1,1,"54,4117647058823",impar
950,2,3,1,1,1,4,4,4,4,2,4,4,3,1,2,3,1,"64,7058823529412",impar
954,1,3,1,1,2,4,4,4,4,2,4,3,2,1,3,4,4,"69,1176470588235",impar
957,1,4,1,1,4,4,4,4,4,4,4,4,2,1,3,2,1,"70,5882352941177",impar
963,2,1,1,1,4,2,1,4,4,2,4,1,3,1,2,1,1,"51,4705882352941",impar
964,2,1,1,3,4,4,1,4,4,2,4,3,3,1,2,2,4,"66,1764705882353",impar
965,2,3,1,4,4,4,1,4,4,2,4,3,3,1,2,1,1,"64,7058823529412",impar
966,1,3,1,3,4,4,1,4,4,2,4,3,3,1,3,2,1,"64,7058823529412",impar
967,2,3,1,3,2,4,4,4,4,2,4,3,2,1,2,1,1,"63,2352941176471",impar
968,3,4,1,1,4,4,4,4,4,2,4,4,3,1,2,1,1,"69,1176470588235",impar
977,3,4,1,3,1,4,4,4,4,2,4,4,2,1,3,3,4,75,impar
986,1,2,1,1,4,4,4,4,0,2,4,4,3,1,3,4,4,"67,6470588235294",impar
988,3,3,4,1,1,4,4,4,4,2,4,3,2,1,2,1,1,"64,7058823529412",impar
989,1,1,1,4,2,2,1,4,4,2,4,1,2,1,2,1,1,50,impar
990,3,4,1,1,1,4,4,4,4,2,4,3,1,1,2,1,1,"60,2941176470588",impar
991,1,2,1,3,2,4,1,4,4,2,4,1,3,1,3,1,1,"55,8823529411765",impar
992,3,4,1,1,2,4,4,4,4,2,4,4,2,1,2,1,1,"64,7058823529412",impar
993,1,3,1,3,4,2,1,4,4,2,4,4,4,1,2,1,1,"61,7647058823529",impar
1009,1,4,1,3,4,4,4,4,4,2,4,3,2,1,3,3,4,75,impar
1011,1,1,1,1,2,4,1,4,4,2,4,3,3,1,2,2,1,"54,4117647058823",impar
1013,1,4,1,1,1,4,1,4,4,2,4,3,1,1,2,1,1,"52,9411764705882",impar
1016,2,4,1,1,1,4,4,4,4,2,1,3,3,1,2,1,1,"57,3529411764706",impar
1018,3,4,1,4,2,4,4,4,4,2,4,4,2,1,2,1,1,"69,1176470588235",impar
1019,2,4,1,1,4,2,4,4,4,2,4,4,3,1,2,1,1,"64,7058823529412",impar
1020,3,4,1,1,4,4,4,4,4,2,4,4,3,1,2,4,1,"73,5294117647059",impar
1021,1,2,1,1,2,4,4,4,4,2,4,1,3,1,2,1,1,"55,8823529411765",impar
1024,3,2,1,4,4,2,1,4,4,2,4,1,3,1,2,1,1,"58,8235294117647",impar
1025,2,3,4,3,4,4,4,4,4,2,4,3,2,1,3,2,4,"77,9411764705882",impar
1031,1,3,1,1,2,4,1,4,4,2,4,3,3,1,2,3,1,"58,8235294117647",impar
1032,1,4,1,1,2,4,1,4,4,2,4,4,3,1,2,2,1,"60,2941176470588",impar
1033,4,4,1,1,2,4,4,4,4,2,4,3,2,1,2,2,1,"66,1764705882353",impar
1034,1,3,1,3,4,4,4,4,4,2,4,4,3,1,2,4,1,"72,0588235294118",impar
1035,1,3,1,3,2,2,1,4,4,2,4,3,1,1,2,1,1,"52,9411764705882",impar
1036,1,4,1,1,4,4,1,4,4,2,4,1,3,1,2,2,1,"58,8235294117647",impar
1057,2,3,1,3,2,4,4,4,4,2,4,3,4,1,2,1,1,"66,1764705882353",impar
1061,1,3,1,1,1,4,4,4,4,2,4,3,2,1,2,1,1,"57,3529411764706",impar
1062,2,4,1,1,2,4,4,4,4,2,4,3,4,1,2,1,1,"64,7058823529412",impar
1063,3,3,1,3,1,2,4,4,4,2,4,3,1,1,2,4,1,"63,2352941176471",impar
1064,1,3,1,1,1,4,1,4,4,2,4,3,3,1,3,2,1,"57,3529411764706",impar
1066,2,4,1,1,4,4,4,4,4,2,4,4,1,1,2,1,1,"64,7058823529412",impar
1067,2,2,1,1,4,4,1,4,4,2,4,3,3,1,2,1,1,"58,8235294117647",impar
1070,1,4,1,3,2,4,4,4,0,2,4,4,2,1,2,1,1,"58,8235294117647",impar
1084,3,3,1,1,2,4,4,4,4,2,4,4,2,1,3,3,4,"72,0588235294118",impar
1088,1,3,1,3,2,4,1,4,4,2,4,3,3,1,2,2,1,"60,2941176470588",impar
1090,1,3,1,1,1,4,1,4,4,2,4,3,3,1,2,1,1,"54,4117647058823",impar
1095,2,2,1,3,2,4,4,4,4,2,4,3,3,1,2,2,1,"64,7058823529412",impar
1097,4,3,1,1,4,2,4,4,4,2,4,4,2,1,2,1,1,"64,7058823529412",impar
1098,2,1,1,3,4,4,4,4,4,2,4,3,3,1,2,1,1,"64,7058823529412",impar
1107,1,4,1,1,2,4,4,4,4,2,4,3,3,1,2,3,1,"64,7058823529412",impar
1111,3,2,1,3,4,3,1,4,4,2,4,1,3,1,2,1,1,"58,8235294117647",impar
1112,3,1,1,3,4,4,4,4,4,2,4,3,3,1,3,2,4,"73,5294117647059",impar
1113,1,1,1,1,2,4,4,4,0,2,4,3,2,1,2,1,1,50,impar
1114,2,3,1,1,1,2,1,4,4,2,4,3,2,1,2,1,1,"51,4705882352941",impar
1116,2,2,1,3,4,3,4,4,4,2,4,3,1,1,2,1,1,"61,7647058823529",impar
1117,1,3,1,3,4,2,1,4,4,2,4,1,3,1,2,1,1,"55,8823529411765",impar
1128,2,4,1,3,4,4,4,4,4,2,4,4,3,1,2,3,1,"73,5294117647059",impar
1129,1,4,1,3,2,4,1,4,4,2,4,3,2,1,2,1,1,"58,8235294117647",impar
1135,1,4,1,3,2,4,4,4,4,2,4,4,3,1,2,2,1,"67,6470588235294",impar
1136,3,4,1,1,1,4,4,4,4,2,4,3,2,1,2,1,1,"61,7647058823529",impar
1137,1,2,1,1,4,1,4,4,4,2,4,3,1,2,2,1,1,"55,8823529411765",impar
1138,3,3,4,1,1,4,1,4,4,2,4,3,1,1,2,1,1,"58,8235294117647",impar
1139,1,4,1,1,2,4,4,4,4,2,4,3,2,1,3,3,1,"64,7058823529412",impar
1140,3,4,1,1,4,4,4,4,4,2,4,4,2,1,2,1,1,"67,6470588235294",impar
1141,3,3,1,3,4,4,4,4,4,2,4,3,3,1,2,1,1,"69,1176470588235",impar
1148,1,3,1,3,4,4,4,4,0,2,4,3,3,1,2,1,1,"60,2941176470588",impar
1156,2,2,1,3,4,4,1,4,4,2,4,3,1,2,2,1,1,"60,2941176470588",impar
1157,1,4,1,1,2,4,4,4,0,2,4,3,2,1,2,1,1,"54,4117647058823",impar
1161,1,2,1,1,1,4,4,4,4,2,4,3,1,1,2,1,1,"54,4117647058823",impar
1165,1,4,1,1,4,4,4,4,0,2,4,3,2,1,2,1,1,"57,3529411764706",impar
1166,1,1,1,1,1,2,1,4,4,2,4,1,2,1,2,1,1,"44,1176470588235",impar
1167,1,2,1,3,2,4,1,4,0,2,4,3,2,1,2,1,1,50,impar
1175,1,4,1,3,2,4,4,4,4,2,4,4,1,1,2,1,1,"63,2352941176471",impar
1176,1,4,1,1,4,4,4,4,4,2,4,4,3,1,2,3,1,"69,1176470588235",impar
1185,1,4,1,1,2,4,4,4,4,2,4,4,2,1,2,1,1,"61,7647058823529",impar
1186,2,4,1,3,4,4,4,4,4,2,4,4,3,1,3,3,1,75,impar
1190,2,4,1,1,4,4,1,4,4,2,4,3,1,1,2,1,1,"58,8235294117647",impar
1191,4,3,1,3,1,4,4,4,4,2,4,3,3,1,2,1,1,"66,1764705882353",impar
1192,1,2,1,1,1,4,1,4,4,2,4,1,1,1,2,1,1,"47,0588235294118",impar
1193,2,4,1,1,1,4,4,4,4,2,4,3,3,1,2,1,1,"61,7647058823529",impar
1207,1,4,1,1,4,4,4,4,4,2,2,4,3,1,2,1,1,"63,2352941176471",impar
1215,1,4,1,4,2,4,4,4,0,2,4,3,2,1,2,1,1,"58,8235294117647",impar
1216,1,3,1,1,1,4,4,4,4,2,4,3,3,1,2,1,1,"58,8235294117647",impar
1220,1,3,1,3,2,4,4,4,0,2,4,3,4,1,2,1,1,"58,8235294117647",impar
1222,2,3,1,3,2,4,4,4,4,2,4,4,3,1,2,1,1,"66,1764705882353",impar
1223,1,4,1,4,2,4,4,4,0,2,4,3,3,1,3,1,1,"61,7647058823529",impar
1229,1,3,1,3,2,4,4,4,4,2,4,3,1,1,2,1,1,"60,2941176470588",impar
1231,3,1,1,1,4,2,1,4,4,2,4,1,3,1,3,1,1,"54,4117647058823",impar
1234,2,2,1,4,2,3,4,4,4,2,4,3,2,1,2,1,1,"61,7647058823529",impar
1237,1,1,1,1,1,1,1,4,0,2,4,1,2,1,2,1,1,"36,7647058823529",impar
1238,1,3,1,1,1,4,1,4,0,2,4,3,2,4,2,1,1,"51,4705882352941",impar
1251,1,4,1,1,2,4,4,4,4,2,4,3,1,1,2,1,1,"58,8235294117647",impar
1252,3,3,1,3,4,4,4,4,0,4,2,4,3,1,2,2,1,"66,1764705882353",impar
1253,3,3,1,1,2,4,4,4,4,2,4,3,2,1,2,1,1,"61,7647058823529",impar
1254,1,1,1,3,1,3,1,4,4,2,4,1,3,1,2,1,1,50,impar
1267,1,4,1,3,2,4,1,4,4,2,4,4,3,1,2,1,1,"61,7647058823529",impar
1277,2,2,1,1,1,4,4,4,4,2,4,3,3,1,2,1,4,"63,2352941176471",impar
1300,2,1,1,1,2,3,1,4,0,2,4,1,3,1,2,1,1,"44,1176470588235",impar
1301,2,2,1,1,2,4,1,4,4,2,4,3,2,1,2,1,1,"54,4117647058823",impar
1302,2,2,1,1,1,4,1,4,4,2,4,3,3,1,2,1,1,"54,4117647058823",impar
1306,1,1,1,1,1,1,1,4,0,2,4,1,2,1,2,1,1,"36,7647058823529",impar
1307,1,3,1,1,1,4,1,4,0,2,4,3,3,3,3,1,1,"52,9411764705882",impar
1314,1,2,1,1,1,2,1,4,4,2,4,1,3,1,2,1,1,"47,0588235294118",impar
1315,1,2,1,1,2,4,1,4,0,2,4,3,3,1,2,1,1,"48,5294117647059",impar
1322,2,3,1,3,4,4,1,4,4,2,4,3,2,1,2,1,1,"61,7647058823529",impar
1323,2,2,1,1,1,4,4,4,4,2,4,3,2,1,2,1,1,"57,3529411764706",impar
1324,3,4,4,1,1,2,4,4,4,2,4,3,2,1,2,2,1,"64,7058823529412",impar
1325,2,1,1,1,1,4,1,4,4,2,1,1,1,1,2,1,1,"42,6470588235294",impar
1326,1,3,1,1,1,4,1,4,4,2,4,3,1,1,2,1,1,"51,4705882352941",impar
1332,2,4,1,3,2,4,4,4,4,2,4,3,2,1,2,1,1,"64,7058823529412",impar
1335,1,4,1,1,2,4,4,4,4,2,4,4,3,1,2,1,1,"63,2352941176471",impar
1345,2,4,1,1,1,4,1,4,0,2,4,3,3,1,2,1,1,"51,4705882352941",impar
1347,2,1,1,1,1,4,4,4,0,2,4,1,2,1,2,1,1,"47,0588235294118",impar
1349,2,3,1,1,2,4,4,4,4,2,4,4,3,1,2,1,1,"63,2352941176471",impar
1353,1,2,1,1,1,4,1,4,4,2,4,3,1,1,2,1,1,50,impar
1379,1,2,1,1,4,4,4,4,4,2,4,3,2,1,2,1,1,"60,2941176470588",impar
1382,1,3,1,3,2,4,4,4,0,2,4,3,1,1,2,1,1,"54,4117647058823",impar
1383,2,1,1,3,1,4,1,4,4,2,4,1,3,1,2,1,1,"52,9411764705882",impar
1384,2,2,1,1,2,2,1,4,4,2,4,1,3,1,2,1,1,50,impar
1387,1,2,1,1,1,4,1,4,4,2,4,3,3,1,2,1,1,"52,9411764705882",impar
1388,1,3,1,1,1,4,1,4,0,2,4,1,3,1,2,1,1,"45,5882352941176",impar
1391,3,4,1,3,4,4,1,4,4,2,4,3,2,1,2,1,1,"64,7058823529412",impar
1396,1,1,1,3,2,4,4,4,0,2,4,1,3,1,2,1,1,"51,4705882352941",impar
1397,1,2,1,3,2,4,1,4,0,2,4,1,3,1,2,1,1,"48,5294117647059",impar
1398,1,3,1,1,2,4,4,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",impar
1409,3,4,4,3,1,4,1,4,4,2,4,1,2,1,2,1,1,"61,7647058823529",impar
1410,2,2,1,1,2,4,1,4,4,2,4,3,3,1,2,1,1,"55,8823529411765",impar
1413,2,3,1,1,2,2,4,4,4,2,4,4,2,1,2,1,1,"58,8235294117647",impar
1414,2,1,1,3,2,2,1,4,0,2,4,1,1,2,2,1,1,"44,1176470588235",impar
1425,1,1,1,3,1,4,1,4,4,2,4,3,3,1,2,1,1,"54,4117647058823",impar
1426,2,3,1,1,2,4,1,4,4,2,4,4,3,1,2,1,1,"58,8235294117647",impar
1427,4,3,1,1,2,4,4,4,4,2,4,4,3,1,2,2,1,"67,6470588235294",impar
1431,2,2,1,3,2,4,1,4,4,2,4,3,1,1,2,1,1,"55,8823529411765",impar
1432,3,4,1,3,2,4,4,4,4,2,4,3,2,1,2,1,1,"66,1764705882353",impar
1434,1,1,1,1,2,2,4,4,0,2,4,1,3,1,2,1,1,"45,5882352941176",impar
1438,1,3,1,1,2,4,4,4,0,2,4,1,3,1,2,1,1,"51,4705882352941",impar
1441,1,4,4,3,4,4,4,4,4,2,4,3,2,1,2,1,1,"70,5882352941177",impar
1446,3,1,1,1,1,3,4,4,0,2,4,3,2,1,2,1,1,50,impar
1447,1,3,1,1,1,4,1,4,0,2,4,3,2,1,2,1,1,"47,0588235294118",impar
1453,3,2,1,3,2,4,1,4,4,2,4,3,1,1,2,1,1,"57,3529411764706",impar
1454,1,2,1,1,1,4,1,4,0,2,4,3,3,1,2,1,1,"47,0588235294118",impar
1459,2,3,1,1,1,4,4,4,0,2,4,3,3,1,2,1,1,"54,4117647058823",impar
1462,3,4,1,3,2,4,4,4,4,2,4,4,2,1,2,1,1,"67,6470588235294",impar
1463,2,4,1,3,2,4,1,4,4,2,4,3,2,1,2,1,1,"60,2941176470588",impar
1464,1,2,1,1,2,4,1,4,4,2,1,3,1,1,2,1,1,"47,0588235294118",impar
1465,1,4,4,1,2,4,4,4,0,2,4,4,2,1,2,1,1,"60,2941176470588",impar
1467,2,3,1,3,1,4,1,4,4,2,4,1,3,1,2,1,1,"55,8823529411765",impar
1473,1,4,1,1,2,4,4,4,4,2,4,4,2,1,2,1,1,"61,7647058823529",impar
1474,1,4,1,1,4,4,4,4,4,2,4,3,2,1,2,1,1,"63,2352941176471",impar
1481,3,4,4,1,1,4,4,4,4,2,4,3,2,1,2,1,1,"66,1764705882353",impar
1482,1,4,1,3,1,4,1,4,4,2,4,3,3,4,2,1,1,"63,2352941176471",impar
1491,1,4,1,3,1,4,1,4,4,2,4,3,1,1,2,1,1,"55,8823529411765",impar
1496,1,2,1,1,2,4,4,4,0,2,1,3,2,1,2,1,1,"47,0588235294118",impar
1497,1,1,1,3,1,4,4,4,0,2,4,1,1,1,2,2,1,"48,5294117647059",impar
1498,1,3,1,1,1,4,1,4,4,2,4,3,3,1,2,1,1,"54,4117647058823",impar
1500,3,3,1,3,4,4,4,4,4,2,4,3,2,1,2,1,1,"67,6470588235294",impar
1503,2,3,1,3,4,4,1,4,4,2,1,3,3,4,2,2,1,"64,7058823529412",impar
1508,1,4,1,3,1,4,4,4,0,2,4,1,1,1,2,1,1,"51,4705882352941",impar
1512,2,1,1,1,2,4,4,4,0,2,4,1,1,1,2,1,1,"47,0588235294118",impar
1513,1,4,1,1,1,4,4,4,0,2,4,4,3,1,2,1,1,"55,8823529411765",impar
1525,1,1,1,1,1,4,1,4,4,2,4,1,3,4,2,1,1,"52,9411764705882",impar
1526,1,4,1,1,1,4,4,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",impar
1527,2,1,1,1,2,4,4,4,4,2,4,1,2,1,2,1,1,"54,4117647058823",impar
1528,1,4,1,1,1,4,1,4,0,2,4,3,3,1,2,1,1,50,impar
1531,1,3,1,3,2,4,4,4,0,2,4,3,2,1,2,1,1,"55,8823529411765",impar
1540,3,3,4,3,2,4,4,4,4,2,4,4,3,1,2,1,4,"76,4705882352941",impar
1541,1,4,4,3,1,4,4,4,0,2,4,3,3,1,2,1,1,"61,7647058823529",impar
1563,2,4,1,1,1,4,1,4,4,2,4,1,1,1,2,1,1,"51,4705882352941",impar
1570,3,2,1,3,2,4,1,4,4,2,4,3,1,1,2,1,1,"57,3529411764706",impar
1584,1,3,1,3,4,3,4,4,0,2,4,1,1,1,2,1,1,"52,9411764705882",impar
186,1,4,1,3,2,4,4,4,4,2,1,4,1,1,2,1,1,"58,8235294117647",par
187,1,4,1,1,1,4,4,4,0,2,4,3,2,1,2,1,1,"52,9411764705882",par
197,1,4,1,3,2,4,4,4,0,2,4,3,2,1,2,1,1,"57,3529411764706",par
198,1,1,1,4,1,4,4,4,4,2,4,1,3,1,2,1,1,"57,3529411764706",par
201,1,4,1,4,2,4,4,4,4,2,4,3,1,2,2,1,1,"64,7058823529412",par
216,1,4,1,3,2,4,1,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",par
217,1,3,1,3,1,4,4,4,0,2,4,1,3,1,2,1,1,"52,9411764705882",par
220,1,2,1,3,2,4,4,4,0,2,4,1,2,1,2,1,1,"51,4705882352941",par
221,1,4,1,3,2,4,4,4,4,2,4,3,4,1,2,1,1,"66,1764705882353",par
225,1,4,1,1,2,4,4,4,0,2,4,4,2,1,2,1,1,"55,8823529411765",par
230,2,2,1,1,2,4,1,4,4,2,1,1,1,3,2,1,1,"48,5294117647059",par
231,1,3,1,1,2,4,4,4,0,2,1,1,2,1,2,1,1,"45,5882352941176",par
233,1,4,1,1,1,4,4,4,4,2,4,1,3,2,2,1,1,"58,8235294117647",par
234,2,4,1,3,4,4,4,4,4,2,4,4,4,1,3,4,1,"77,9411764705882",par
242,1,3,1,3,2,4,4,4,4,2,4,3,3,1,2,1,1,"63,2352941176471",par
244,1,3,1,1,2,4,4,4,4,2,4,4,1,1,2,1,1,"58,8235294117647",par
245,2,3,1,1,2,4,4,4,4,2,1,4,3,1,2,1,1,"58,8235294117647",par
246,1,2,1,3,4,4,4,4,4,2,4,1,3,2,3,2,1,"66,1764705882353",par
248,3,4,1,4,2,4,4,4,4,2,4,4,3,1,2,1,4,75,par
249,1,4,1,3,4,4,4,4,4,2,1,3,3,1,2,1,1,"63,2352941176471",par
255,1,3,1,1,1,4,4,4,4,2,4,1,2,1,2,1,1,"54,4117647058823",par
257,1,3,1,3,2,4,4,4,0,2,1,3,1,1,2,1,1,50,par
259,2,2,1,1,4,4,4,4,4,2,1,3,3,3,3,1,1,"63,2352941176471",par
260,1,4,1,1,2,4,4,4,4,2,1,4,2,1,2,1,1,"57,3529411764706",par
263,1,4,1,1,4,4,1,4,4,2,4,4,2,1,2,1,1,"60,2941176470588",par
264,1,3,1,4,4,4,4,4,4,2,1,3,2,1,3,1,1,"63,2352941176471",par
